Inkname                  ,C,M,Y,K,R,G,B,InGamut,DeltaE,Lin,ain,bin,Lout,aout,bout
2177,73,40,38,1,0,0,0,1,0.54,66.22,-11.34,-10.15,66.5,-10.92,-9.52
2178,80,52,47,0,0,0,0,1,0.504,59.41,-12.13,-11.28,59.78,-11.86,-11.67
2179,88,64,55,0,0,0,0,1,0.144,50.93,-13.08,-13.17,50.92,-13.12,-12.96
2180,93,71,60,0,0,0,0,1,0.366,44.84,-14.1,-14.8,45.1,-13.74,-14.51
2181,97,80,69,1,0,0,0,1,0.592,37.47,-14.46,-15.58,37.68,-15.31,-15.77
2182,100,77,65,45,0,0,0,1,0.393,30.14,-14.11,-15.91,30.56,-13.82,-15.94
2183,93,36,20,0,0,0,0,1,0.266,57.72,-25.97,-33.6,57.97,-25.96,-33.25
2184,98,54,0,0,0,0,0,0,4.704,53.1,-16.1,-54.31,49.29,-17.88,-48.15
2185,100,57,27,0,0,0,0,1,0.247,46.1,-25.44,-37.78,46.33,-25.57,-37.58
2186,100,71,0,37,0,0,0,0,5.143,29.32,-9.43,-45.71,35.62,-6.56,-41.86
2187,100,64,0,62,0,0,0,0,3.505,28.07,-11.93,-37.46,32.42,-10.05,-35.09
2188,100,58,1,71,0,0,0,0,3.212,26.29,-12.19,-31.82,30.42,-10.99,-30.4
2189,100,51,2,87,0,0,0,0,2.283,20.3,-9.91,-19.02,23.41,-9.05,-18.65
2190,78,14,0,0,0,0,0,0,0.496,72.64,-21.79,-33.61,72.34,-21.98,-32.68
2191,89,27,0,0,0,0,0,0,2.117,64.55,-22.59,-43.41,62.49,-23.68,-40.94
2192,99,36,0,0,0,0,0,0,2.979,56.43,-26.03,-52.54,53.88,-27.83,-48.65
2193,97,40,0,0,0,0,0,0,3.6,57.1,-22.11,-51.55,54.01,-24.22,-47.11
2194,100,44,0,0,0,0,0,0,2.778,52.52,-23.99,-56.19,51.42,-25.2,-49.52
2195,100,63,0,0,0,0,0,0,4.597,47.95,-13.43,-59.57,45.16,-14.33,-49.9
2196,100,60,0,0,0,0,0,0,4.43,41.39,-19.18,-52.53,45.98,-15.72,-49.87
2197,71,0,14,0,0,0,0,0,2.907,81.94,-28.15,-19.73,78.77,-24.08,-19.21
2198,80,0,16,0,0,0,0,0,3.131,77.67,-33.39,-24.66,73.73,-30.42,-24.56
2199,90,0,19,0,0,0,0,0,2.911,70.71,-40.78,-31.67,67.33,-37.43,-31.16
2200,88,14,23,0,0,0,0,1,0.103,65.44,-32.45,-27.39,65.37,-32.32,-27.5
2201,96,0,18,0,0,0,0,0,1.861,65.18,-44.49,-36.97,63.11,-42.48,-36.94
2202,98,1,2,0,0,0,0,1,0.113,62.15,-39.63,-46.54,62.19,-39.86,-46.4
2203,100,33,29,5,0,0,0,1,0.45,51.36,-36.96,-34.76,51.79,-37.23,-34.63
2204,47,10,17,0,0,0,0,1,0.427,83.68,-10.82,-8.32,83.29,-10.43,-8.1
2205,66,25,22,4,0,0,0,1,0.457,72.91,-12.95,-14.15,72.89,-12.34,-13.86
2206,75,41,29,0,0,0,0,1,0.233,65.74,-11.5,-16.28,65.59,-11.28,-16.02
2207,80,42,31,0,0,0,0,1,0.216,62.86,-15.3,-18.72,62.74,-15,-18.72
2208,85,53,37,0,0,0,0,1,0.452,56.42,-14.2,-20.38,56.27,-14.8,-20.17
2209,88,54,39,0,0,0,0,1,0.497,54.6,-16.05,-21.41,54.6,-16.69,-20.97
2210,100,77,43,37,0,0,0,1,0.354,32.37,-11.03,-26.95,32.77,-11.28,-26.91
2211,78,42,45,0,0,0,0,1,0.225,63.47,-14.86,-9.85,63.61,-14.79,-10.1
2212,87,56,53,0,0,0,0,1,0.567,54.28,-16.92,-12.58,54.84,-17.12,-12.81
2213,94,67,65,0,0,0,0,1,0.45,45.48,-20.97,-11.23,45.9,-21,-10.93
2214,94,69,63,0,0,0,0,1,0.142,44.66,-19.17,-13.53,44.61,-19.2,-13.75
2215,98,84,74,0,0,0,0,1,0.857,35.59,-12.34,-13.99,35.61,-11.68,-14.9
2216,99,88,80,1,0,0,0,1,1.097,32.13,-10.66,-11.04,32.36,-11.81,-10.64
2217,100,18,34,90,0,0,0,1,0.271,22.22,-16.07,-10,22.6,-16.04,-9.98
2218,73,16,28,9,0,0,0,1,0.385,70.49,-20.44,-13.9,70.77,-20.86,-13.68
2219,80,29,36,0,0,0,0,1,0.074,65.37,-22.37,-15.97,65.46,-22.41,-15.97
2220,86,38,41,0,0,0,0,1,0.187,60.05,-23.66,-17.87,60.18,-23.36,-17.74
2221,90,43,45,4,0,0,0,1,0.376,55.51,-25.86,-19.31,55.34,-25.61,-19.82
2222,94,52,49,0,0,0,0,1,0.471,51.66,-25.14,-20.66,52.1,-25.33,-20.43
2223,96,59,50,0,0,0,0,1,0.438,47.24,-25.53,-22.04,47.1,-25.26,-22.74
2224,100,69,56,0,0,0,0,1,0.27,41.03,-24.91,-23.49,41.28,-24.65,-23.58
2225,72,0,23,0,0,0,0,0,3.909,82.88,-29.87,-15.42,77.86,-25.84,-14.54
2226,82,0,28,0,0,0,0,0,4.355,77.37,-38.04,-20.14,71.81,-34.04,-19.14
2227,78,0,29,0,0,0,0,1,0.157,74.07,-31.15,-15.79,73.95,-31.38,-16.01
2228,100,0,38,0,0,0,0,0,2.158,60.4,-56.21,-30.65,58.32,-52.45,-28.74
2229,100,0,35,0,0,0,0,0,2.327,56.68,-57.39,-32.31,58.47,-51.61,-30.58
2230,99,32,47,0,0,0,0,1,0.351,52.86,-41.79,-25.24,52.62,-41.99,-25.84
2231,100,0,31,46,0,0,0,0,1.31,46.1,-41.8,-26.89,47.39,-40.92,-26.14
2232,74,21,40,0,0,0,0,1,0.412,70.21,-22.69,-8.98,70.62,-22.67,-8.59
2233,81,23,41,0,0,0,0,1,0.413,66.17,-26.3,-12.59,66.67,-26.18,-12.49
2234,84,30,49,0,0,0,0,1,0.293,63.09,-27.09,-11.58,62.78,-26.81,-11.54
2235,91,36,52,0,0,0,0,1,0.343,57.71,-30.86,-14.88,58.01,-31.36,-14.92
2236,90,36,52,4,0,0,0,1,0.34,57.08,-30.44,-13.65,57.41,-30.18,-13.76
2237,94,47,58,0,0,0,0,1,0.272,52.46,-31.91,-14.24,52.33,-32.18,-13.96
2238,100,36,51,49,0,0,0,1,0.38,39.96,-34.34,-17.98,40.38,-34.14,-17.9
2239,92,0,67,0,0,0,0,0,10.409,76.29,-57.12,-1.82,63.11,-51.54,0
2240,98,0,78,0,0,0,0,0,10.093,69.4,-70.97,-0.48,57.58,-63.77,0.68
2241,83,28,63,0,0,0,0,1,0.121,63.76,-30.21,1.08,63.71,-30.02,1.19
2242,97,0,83,0,0,0,0,0,1.319,59.25,-65.24,8.85,57.81,-64.29,8.91
2243,94,26,76,0,0,0,0,1,0.269,56.12,-47.36,2.79,56.06,-46.54,2.74
2244,94,52,78,0,0,0,0,1,0.414,49.68,-35.72,1.15,50.09,-35.73,1.07
2245,100,0,89,9,0,0,0,0,5.804,47.55,-73.56,11.78,53.09,-68.49,13.87
2246,51,0,45,0,0,0,0,0,1.222,84.59,-21.55,8.79,83.01,-20.49,8.86
2247,73,0,63,0,0,0,0,1,0.459,75.26,-33.6,12.67,74.9,-33.27,13.22
2248,76,5,67,0,0,0,0,1,0.378,71.77,-33.61,13.45,71.27,-33.71,13.54
2249,82,16,76,0,0,0,0,1,0.292,66.37,-37,15.05,66.59,-37.58,15.06
2250,92,0,87,0,0,0,0,0,3.465,66.2,-58.66,20.63,62.19,-56.05,21.35
2251,93,0,87,0,0,0,0,0,2.565,63.29,-62.49,18.42,60.97,-58.29,20.17
2252,100,0,100,0,0,0,0,0,5.221,59.58,-81,32.84,54.19,-74.4,29.1
2253,44,0,44,0,0,0,0,0,4.948,92.02,-22.23,11.44,85.81,-17.32,11.72
2254,52,0,57,0,0,0,0,0,3.992,87.71,-25.32,16.89,82.49,-21.77,17.66
2255,71,0,73,0,0,0,0,0,4.084,81.14,-36.8,23.32,75.76,-33.1,23.44
2256,82,0,88,0,0,0,0,0,3.757,73.38,-48.77,31.41,68.72,-45.73,32.07
2257,91,0,98,0,0,0,0,0,2.637,64.06,-59.81,36.44,61.11,-57.88,37.51
2258,89,0,100,24,0,0,0,0,6.225,49.76,-55.02,41.83,55.8,-53.81,36.1
2259,85,0,100,52,0,0,0,0,5.928,43.18,-45.92,34.8,49.04,-43.94,29.95
2260,46,3,51,0,0,0,0,1,0.331,84,-16.68,14.78,84.24,-16.23,14.7
2261,62,16,65,0,0,0,0,1,0.267,75.45,-20.82,18.7,75.52,-21.31,18.78
2262,69,27,67,0,0,0,0,1,0.335,70.13,-20,15.41,70.12,-19.6,15.71
2263,79,45,81,0,0,0,0,1,0.383,60.96,-21.51,19.09,61.37,-21.32,18.86
2264,81,41,87,0,0,0,0,1,0.211,60.08,-26.97,24.63,60.19,-27,25.02
2265,86,60,92,0,0,0,0,1,0.391,51.51,-22.75,21.55,51.82,-23.24,21.73
2266,72,1,100,84,0,0,0,0,1.956,34.17,-24,24.76,36.33,-23.62,23.07
2267,67,0,78,0,0,0,0,0,6.528,86.6,-36.6,29.1,77.97,-30.27,30.16
2268,78,0,89,0,0,0,0,0,8.263,82.16,-47.87,37.19,71.03,-41.83,36.87
2269,74,0,89,0,0,0,0,0,4.027,78.11,-42.37,40.21,73.04,-38.29,40.53
2270,86,0,100,0,0,0,0,0,7.914,73.57,-64.41,48.72,64.37,-52.19,44.68
2271,88,0,100,0,0,0,0,0,6.01,67.9,-72.07,53.53,63.09,-54.47,42.84
2272,88,0,100,0,0,0,0,0,6.01,57.05,-58.56,52.32,63.09,-54.47,42.84
2273,82,0,100,62,0,0,0,0,4.083,43.86,-39.24,34.34,47.81,-37.86,30.4
2274,30,1,50,0,0,0,0,1,0.115,89.36,-11.37,20.7,89.45,-11.49,20.83
2275,39,0,68,0,0,0,0,0,1.484,87.98,-19.63,34.29,86.81,-17.76,35.18
2276,71,28,93,0,0,0,0,1,0.214,67.75,-24.12,43.05,67.53,-23.92,43.14
2277,78,0,100,24,0,0,0,0,4.915,57.87,-39.55,53.27,62.94,-39.62,47.18
2278,71,0,100,52,0,0,0,0,5.106,50.74,-33.28,45.19,55.73,-30.64,40.55
2279,63,0,100,68,0,0,0,0,1.451,50.99,-24.12,41.51,52.15,-22.39,39.47
2280,65,0,100,74,0,0,0,0,3.733,42.96,-23.95,38.11,46.56,-22.16,34.02
2281,29,0,68,0,0,0,0,0,3.092,93.58,-16.94,38.74,89.07,-14.71,38.62
2282,42,0,73,0,0,0,0,0,4.865,91.97,-24.32,38.56,85.73,-19.15,38.95
2283,61,0,92,0,0,0,0,0,6.563,86.75,-37.26,55.51,78.08,-30.13,54.89
2284,51,0,80,0,0,0,0,0,1.697,84.44,-24.95,41.08,82.02,-24.2,39.72
2285,68,0,100,0,0,0,0,0,6.719,83.26,-43.85,62.63,74.78,-34.9,59.78
2286,61,0,100,0,0,0,0,0,6.497,77.3,-50.3,78.43,77.69,-30.46,63.98
2287,70,0,100,0,0,0,0,0,6.307,73.71,-57.41,71.63,73.88,-36.38,58.46
2288,40,0,83,0,0,0,0,0,3.321,90,-23.02,50.08,85.95,-19.18,50.32
2289,40,0,80,0,0,0,0,0,0.832,86.97,-19.59,45.87,86.09,-18.57,46.05
2290,49,0,100,0,0,0,0,0,5.16,84.97,-36.94,77.73,81.48,-24.95,70.5
2291,43,0,100,0,0,0,0,0,5.794,82.76,-36.94,89.76,83.66,-21.92,74.62
2292,56,0,100,0,0,0,0,0,3.793,78.06,-37.93,73.91,79.43,-27.96,66.63
2293,47,0,100,0,0,0,0,0,7.958,75.92,-41.94,86.81,82.25,-23.78,72.16
2294,65,0,100,1,0,0,0,0,7.142,66.61,-36.46,71.18,75.32,-33.04,60.92
2295,25,0,75,0,0,0,0,0,2.986,94.51,-16.58,48.04,90.64,-13.39,47.45
2296,34,0,89,0,0,0,0,0,3.908,92.25,-21.74,62.15,87.51,-17.05,62.54
2297,40,0,100,0,0,0,0,0,4.433,87.77,-30.11,82.16,84.68,-20.64,76.29
2298,50,0,92,0,0,0,0,0,3.382,86.25,-28.81,61.04,82,-24.68,60.28
2299,56,0,100,0,0,0,0,0,2.946,81.91,-34.17,69.58,79.3,-28.14,66.43
2300,55,5,96,1,0,0,0,1,0.19,77.79,-24.54,61.54,77.74,-24.14,61.47
2301,57,0,100,18,0,0,0,0,3.105,69.39,-26.98,66.21,73.03,-26.81,61.44
2302,53,25,86,0,0,0,0,1,0.408,75.78,-14.99,43.89,75.43,-14.51,44.06
2303,61,25,90,0,0,0,0,1,0.35,72.77,-19.27,45.72,72.53,-18.71,45.61
2304,61,32,93,0,0,0,0,1,0.541,70.67,-15.94,47.86,71.24,-15.63,48.42
2305,37,0,100,34,0,0,0,0,4.019,68.9,-17.2,70.17,74.03,-16.95,66.45
2306,40,0,100,65,0,0,0,0,1.494,58.24,-16.65,52.06,59.6,-15.16,49.94
2307,28,0,100,78,0,0,0,0,4.163,47.07,-13.38,47.43,50.85,-11.04,42.78
2308,7,3,100,88,0,0,0,0,1.946,38.01,-5.24,34.93,40.08,-5.29,33.08
2309,14,25,41,0,0,0,0,1,0.785,88.04,4.72,17.64,87.63,5.43,18.03
2310,24,32,48,0,0,0,0,1,0.155,82.97,4.74,16.92,83.17,4.74,16.8
2311,34,49,64,0,0,0,0,1,0.178,74.75,9.3,25.16,74.79,9.33,25.51
2312,48,55,67,0,0,0,0,1,0.357,69,6.7,19.5,69.08,6.55,19.97
2313,40,63,80,0,0,0,0,1,0.274,68.02,13.46,33.37,68.27,13.2,33.35
2314,54,75,94,0,0,0,0,1,0.471,57.55,16.9,38.98,57.13,16.49,38.36
2315,0,76,100,62,0,0,0,0,6.697,42.31,28.76,47.68,48.71,29.34,41.96
2316,44,57,72,0,0,0,0,1,0.334,69.32,8.98,24.43,69.47,9.12,23.96
2317,50,68,84,0,0,0,0,1,0.339,63,12.96,31.8,63.23,12.67,32.05
2318,59,75,92,0,0,0,0,1,0.207,55.96,14.73,34.33,55.88,14.87,34.06
2319,38,72,100,56,0,0,0,1,0.338,46.29,16.27,35.71,46.62,16.39,35.58
2320,2,67,100,84,0,0,0,0,0.485,36.65,15.93,31.03,37.1,15.58,30.34
2321,81,88,100,9,0,0,0,1,0.428,39.39,9.82,21.99,39.8,10.1,22.13
2322,47,78,100,89,0,0,0,1,0.236,26.48,9.2,16.62,26.62,9.31,16.4
2323,46,37,57,0,0,0,0,1,0.529,75.7,-2.19,15.47,75.69,-1.74,15.28
2324,51,47,66,0,0,0,0,1,0.374,70.67,0.31,19.8,70.42,0.29,20.41
2325,61,58,74,1,0,0,0,1,0.525,63.59,1.09,19.32,63.59,1.32,18.52
2326,72,70,83,0,0,0,0,1,0.551,55.41,1.14,20.21,55.58,1.63,20.28
2327,74,70,86,0,0,0,0,1,0.576,53.64,-1.34,21,53.9,-0.84,20.85
2328,79,79,93,0,0,0,0,1,0.254,46.92,2.09,21.96,46.92,1.98,22.39
2329,85,85,99,0,0,0,0,1,0.249,40.77,2.07,20.41,40.82,2.19,20.05
2330,30,21,26,0,0,0,0,1,0.345,86.12,-1.56,3.55,86.29,-1.44,3.86
2331,51,42,45,1,0,0,0,1,0.422,72.44,0.14,3.61,72.36,0.4,3.42
2332,70,60,60,0,0,0,0,1,0.174,60,-0.59,3.54,59.81,-0.59,3.48
2333,81,75,76,0,0,0,0,1,0.357,48.73,-0.23,3.51,49.01,-0.08,3.46
2334,84,81,78,0,0,0,0,1,0.439,45.36,1.87,3.24,45.45,2.05,2.88
2335,89,89,92,5,0,0,0,1,1.127,37.04,4.11,8.55,36.84,3.38,9.12
2336,93,90,90,0,0,0,0,1,0.688,33.74,0.11,2.97,33.67,0.58,3.05
2337,0,41,32,0,0,0,0,0,0.695,86.68,19.06,14.24,85.68,18.78,14.38
2338,18,56,48,0,0,0,0,1,0.316,76.14,21.64,14.58,76.12,21.14,14.16
2339,1,67,50,0,0,0,0,1,0.519,74.79,35.78,19.44,74.98,34.98,19.79
2340,28,81,61,0,0,0,0,1,0.219,61.76,39.84,16.25,61.73,39.32,16.29
2341,48,81,70,0,0,0,0,1,0.623,57.26,30.5,15.23,57.15,30.99,14.48
2342,46,88,72,1,0,0,0,1,0.328,53.19,39.92,14.42,53.26,39.67,13.85
2343,57,89,71,0,0,0,0,1,0.201,49.99,36.66,9.18,50.08,36.19,9.12
2344,0,76,70,0,0,0,0,1,0.09,70.29,43.14,33.03,70.28,43.24,32.93
2345,0,88,79,0,0,0,0,0,5.511,70.32,59.76,37.63,63.61,56.45,37.5
2346,0,94,77,0,0,0,0,0,5.823,66.92,67.62,33.67,60.06,64.21,32.83
2347,0,99,100,0,0,0,0,0,6.338,51.78,76.09,70.03,55.81,71.33,54.59
2348,5,91,83,0,0,0,0,1,0.126,60.19,58.41,38.65,60.07,58.31,38.45
2349,0,92,100,9,0,0,0,0,8.095,50.02,59.89,62.57,57.89,59.36,55.18
2350,0,100,100,40,0,0,0,0,3.329,42.44,57.57,45.55,45.43,58.51,42.21
2351,43,74,5,0,0,0,0,1,0.19,63.03,33.83,-17.53,63.23,33.85,-17.4
2352,48,83,6,0,0,0,0,1,0.175,56.94,40.6,-19.63,56.79,40.89,-19.66
2353,42,92,0,0,0,0,0,0,2.356,54.2,55.91,-22.9,52.78,54.92,-18.24
2354,70,90,25,0,0,0,0,1,0.215,46.02,36.08,-20.69,46.24,35.95,-20.59
2355,71,100,0,0,0,0,0,0,4.248,33.73,57.8,-28.89,38.62,53.67,-27.98
2356,66,100,0,34,0,0,0,0,6.025,26.86,53.25,-23.25,34.4,48.86,-22.59
2357,35,100,0,81,0,0,0,0,2.11,24.09,40.04,-8.09,26.75,37.88,-8.12
2358,51,47,34,0,0,0,0,1,0.321,71.33,3.73,-3.16,71.24,3.49,-3.26
2359,77,74,55,0,0,0,0,1,0.291,52.51,6.45,-6.85,52.75,6.38,-6.63
2360,78,69,49,0,0,0,0,1,1.012,53.91,3.52,-10.72,53.9,2.88,-11.25
2361,81,73,46,2,0,0,0,1,0.883,50.38,3.69,-15.4,50.49,4.38,-15.4
2362,83,77,54,0,0,0,0,1,0.504,47.75,4.13,-12.23,47.99,3.8,-12.32
2363,87,83,61,0,0,0,0,1,0.345,42.55,4.92,-12.7,42.63,4.81,-12.18
2364,86,85,67,0,0,0,0,1,0.409,41.58,8.51,-8.49,41.54,8.87,-8.29
2365,7,48,1,0,0,0,0,1,0.259,82.8,22.66,-5.98,83.01,22.32,-6.12
2366,85,80,0,0,0,0,0,0,6.533,51.73,17.5,-51.53,45.85,15.2,-40.11
2367,95,91,0,0,0,0,0,0,5.459,39.03,23.15,-55.09,34.11,18.18,-46.64
2368,98,95,0,0,0,0,0,0,8.532,38.97,27.2,-62.83,29.89,20.89,-48.68
2369,99,99,0,0,0,0,0,0,7.95,34.36,27.38,-65.65,25.69,26.87,-49.61
2370,100,100,0,0,0,0,0,0,2.563,25.62,28.73,-59.77,24.49,27.41,-50.3
2371,99,100,0,0,0,0,0,0,7.755,19.53,42.47,-64.71,24.74,27.88,-49.95
2372,100,100,0,1,0,0,0,0,3.654,19.44,26.37,-51.22,24.42,27.32,-49.92
2373,80,63,35,0,0,0,0,1,0.396,56.39,-1.89,-17.8,56.13,-1.6,-17.87
2374,92,80,50,0,0,0,0,1,0.172,41.84,-0.89,-21.56,41.94,-0.99,-21.86
2375,32,81,7,1,0,0,0,1,0.097,61.58,44.38,-13.53,61.58,44.67,-13.61
2376,92,83,63,0,0,0,0,1,0.599,40.11,-1.43,-15.37,39.83,-1.88,-15.14
2377,97,85,61,0,0,0,0,1,0.137,35.56,-7.09,-21.18,35.67,-6.99,-21.02
2378,98,91,65,0,0,0,0,1,0.588,31.96,-0.43,-20.74,32.22,-0.91,-20.49
2379,98,92,76,1,0,0,0,1,1.314,30.5,-0.78,-13.59,30.89,-1.86,-14.33
2380,100,86,53,71,0,0,0,1,0.472,22.39,-0.58,-15.73,22.84,-0.31,-15.92
2381,84,55,0,0,0,0,0,0,4.757,62.17,-4.3,-43.29,57.58,-4.57,-37.45
2382,92,51,0,0,0,0,0,0,3.956,56.38,-12.36,-50.86,54.67,-13.7,-42.74
2383,94,64,14,0,0,0,0,1,0.222,48.32,-10.28,-39.02,48.46,-10.29,-38.63
2384,100,64,0,27,0,0,0,0,0.532,39.61,-11.84,-44.73,40.09,-11.78,-43.87
2385,50,95,11,2,0,0,0,1,0.569,48.03,53.44,-16.84,48.51,52.44,-16.89
2386,97,78,0,0,0,0,0,0,6.107,46.11,4.19,-55.48,41.05,1.25,-47.81
2387,100,83,0,0,0,0,0,0,7.301,43.34,6.16,-62.25,36.76,3.39,-50.52
2388,100,85,0,0,0,0,0,0,2.734,35.28,6.15,-64.21,35.27,6.47,-50.69
2389,83,32,14,0,0,0,0,1,0.483,63.98,-19.26,-29.86,64.55,-19.25,-29.65
2390,95,57,25,0,0,0,0,1,0.135,50.27,-18.62,-34.41,50.22,-18.56,-34.1
2391,95,50,33,1,0,0,0,1,0.375,51.19,-25.04,-29.78,51.07,-25.24,-29.08
2392,97,72,51,0,0,0,0,1,0.441,42.13,-17.66,-24.64,42.44,-18.33,-24.92
2393,99,25,9,0,0,0,0,1,0.161,55.86,-33.45,-44.75,55.7,-33.65,-44.92
2394,100,28,0,0,0,0,0,0,2.072,53.09,-33.22,-51.18,55.12,-31.37,-49.36
2395,53,99,14,0,0,0,0,1,0.3,44.82,58.97,-15.84,44.98,58.36,-16.22
2396,96,16,38,4,0,0,0,1,0.354,57.65,-42.84,-27.28,57.88,-43.01,-26.75
2397,91,0,45,0,0,0,0,0,3.189,68.25,-48.59,-17.97,64.58,-45.02,-16.79
2398,92,0,56,0,0,0,0,0,4.938,69.76,-49.31,-9.94,63.66,-47.7,-9.6
2399,100,0,64,0,0,0,0,0,4.592,61.46,-71.4,-12.97,57.21,-61.07,-11.06
2400,96,0,70,0,0,0,0,0,3.613,64.68,-58.87,-1.68,60.49,-56.98,-1.1
2401,87,15,61,0,0,0,0,1,0.28,64.18,-38.82,-2.3,64.06,-39.08,-2.69
2402,100,0,75,0,0,0,0,0,0.558,56.75,-65.5,-3.3,56.86,-64.73,-2.28
2403,100,0,71,9,0,0,0,0,6.501,48.62,-71.05,-9.26,54.55,-61.23,-5.96
2404,56,24,58,0,0,0,0,1,0.461,76.05,-12.82,13.25,75.51,-12.5,13.04
2405,46,100,0,18,0,0,0,0,1.866,40.78,61.66,-16.37,42.78,60.04,-16.54
2406,72,40,65,1,0,0,0,1,0.552,65.15,-15.95,9.22,64.88,-15.22,8.98
2407,81,52,76,0,0,0,0,1,0.522,57.85,-18.56,10.37,58.13,-17.84,10.02
2408,90,62,89,0,0,0,0,1,0.274,49.08,-25.08,15.1,48.95,-25.14,14.71
2409,91,76,94,0,0,0,0,1,0.081,42.1,-16.01,14.66,42.15,-15.94,14.72
2410,94,82,98,0,0,0,0,1,0.371,37.63,-15.9,14.42,37.67,-16.42,14.35
2411,81,0,100,90,0,0,0,0,2.309,25.58,-22.35,16.49,27.63,-20.42,13.52
2412,85,0,82,0,0,0,0,0,9.687,79.45,-54.57,19.38,66.87,-47.29,19.77
2413,85,0,72,0,0,0,0,0,1.594,69.23,-47.72,9.5,67.52,-45.3,9.78
2414,89,0,83,0,0,0,0,0,4.626,69.25,-59.47,18.36,64.31,-51.54,18.27
2415,58,100,0,15,0,0,0,0,1.881,38.1,57.65,-21.28,40.21,56.19,-21.17
2416,94,1,85,0,0,0,0,0,4.111,64.87,-62.47,16.89,60.21,-58.4,16.1
2417,90,20,84,0,0,0,0,1,0.453,59.84,-46.11,16.84,60.31,-46.66,17.11
2418,100,0,97,0,0,0,0,0,6.947,47.39,-78.95,24.32,54.18,-73.59,25.56
2419,99,49,90,0,0,0,0,1,0.223,46.32,-49.44,9.17,46.37,-50.09,9.42
2420,92,0,100,1,0,0,0,0,10.531,72.09,-69.53,38.38,59.54,-60.16,37.86
2421,74,0,100,0,0,0,0,0,7.65,67.71,-64.01,72.86,71.94,-39.58,55.57
2422,90,0,100,1,0,0,0,0,2.783,61.36,-65.79,48.75,61.22,-57.25,40.3
2423,92,0,100,0,0,0,0,0,5.485,61.15,-78.26,55.8,60.23,-59.64,38.66
2424,85,0,100,0,0,0,0,0,6.876,59.45,-56.71,63.37,64.61,-51.79,45
2425,60,100,0,30,0,0,0,0,1.187,35.2,53.34,-21.01,36.56,52.22,-20.42
2426,96,0,100,0,0,0,0,0,7.426,50.46,-72.08,45.75,57.11,-67.1,33.75
2427,87,0,100,71,0,0,0,0,5.253,35.79,-39.74,29.67,41.17,-37.62,23.73
2562,38,56,2,0,0,0,0,1,0.156,72.77,18.72,-15.84,72.93,18.73,-15.69
2563,38,55,3,0,0,0,0,1,0.193,73.04,18.28,-15.66,73.19,18.1,-15.4
2567,50,57,2,0,0,0,0,1,0.516,69.15,15.14,-20.01,69.18,14.57,-20.2
2572,51,78,7,0,0,0,0,1,0.142,58.99,34.16,-20.01,58.9,34.31,-20.26
2573,58,73,6,0,0,0,0,1,0.262,59.69,26.34,-22.09,59.51,26.74,-22.44
2577,70,76,5,0,0,0,0,1,0.224,54.43,22.83,-28.12,54.43,23.2,-28.16
2582,76,97,13,0,0,0,0,1,0.43,39.38,42.62,-28.42,39.67,42.65,-27.69
2583,73,84,11,0,0,0,0,1,0.177,49.12,28.5,-27.44,49.23,28.55,-27.2
2587,85,93,11,0,0,0,0,1,0.28,38.35,28.33,-35.65,38.53,28.53,-35.36
2592,85,100,14,0,0,0,0,1,0.226,33.13,40.65,-33.79,32.85,40.65,-33.9
2593,85,96,13,2,0,0,0,1,0.575,35.1,34.25,-34.4,35.71,34.09,-33.75
2597,89,100,0,18,0,0,0,0,2.402,25.32,38.82,-39.01,28.27,36.45,-38.12
2602,81,100,4,12,0,0,0,1,0.343,33.13,43.27,-32.36,33.52,43.39,-32.1
2603,81,100,0,18,0,0,0,0,2.179,29.11,44.55,-33.66,31.83,43.06,-32.8
2607,92,100,0,18,0,0,0,0,2.029,23.83,34.77,-42.25,26.34,32.83,-41
2612,80,100,0,15,0,0,0,0,1.472,31.24,45.82,-32.89,33.02,44.79,-31.95
2613,83,100,0,18,0,0,0,0,1.834,28.89,43.54,-34.8,31.13,41.83,-33.83
2617,92,100,0,18,0,0,0,0,2.065,23.69,34.42,-41.89,26.34,32.83,-41
2622,87,99,51,0,0,0,0,1,0.127,32.15,32.55,-20.96,32.28,32.52,-21.09
2623,81,100,0,43,0,0,0,0,0.715,27.12,36.98,-29.1,28,36.49,-29.28
2627,92,100,0,56,0,0,0,0,2.508,19.12,27.58,-31.77,22.3,25.83,-32.09
2635,43,44,1,0,0,0,0,1,0.218,75.78,10.24,-16.9,76.04,10.17,-17.02
2645,63,63,3,0,0,0,0,1,0.267,62.99,14.14,-25.31,63.27,14.17,-25.06
2655,75,81,5,0,0,0,0,1,0.402,49.87,24.7,-31.12,50.08,25.23,-31.09
2665,86,90,9,0,0,0,0,1,0.225,39.77,25.12,-36.93,39.87,25.28,-36.65
2685,99,100,0,9,0,0,0,0,2.069,21.81,29,-48.16,24.28,27.31,-47.81
2695,98,100,2,74,0,0,0,1,0.144,17.43,16.87,-26.03,17.63,16.85,-26.13
2705,67,50,1,0,0,0,0,1,0.244,66.74,3.45,-26.83,66.8,3.71,-26.77
2706,33,21,0,0,0,0,0,1,0.281,86.51,0.04,-12.52,86.46,-0.17,-12.4
2707,39,14,0,0,0,0,0,1,0.425,86.86,-4.25,-13.97,86.6,-3.87,-13.7
2708,45,21,0,0,0,0,0,1,0.17,83.06,-4.06,-17.21,83.13,-4.06,-16.94
2715,77,72,2,1,0,0,0,1,0.351,53.5,13.78,-32.56,53.86,13.85,-32.43
